Doc. ID,Document Code,Document Name,Rev. #,Department,Doc. Type,Doc. Category,Site Name,Doc. Reference,Status
1193,CO-QC-PTL-077,Process Validation of CO-QC-QCP-069 and CO-QC-QCP-052. IC DNA Reagent and Raw Material Testing,0,Quality Control,Protocol,QMS,Corporate,MOB-VAL-013,Active
1194,CO-PRD1-SOP-309,Use of the Uninterruptible Power Supply,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1196,CO-PRD1-REG-035,Oak House Equipment Service and Calibration Register,3,Production line 1 - Oak House,Registers,QMS,Corporate,OAK-REG-002,Active
1197,CO-PRD1-REG-036,Oak House Pipette Register,0,Production line 1 - Oak House,Registers,QMS,Corporate,OAK-REG-003,Out For Revision
1198,CO-PRD1-PTL-078,Oak House Jenway 3510 pH Meter Asset 1143 Validation Protocol,1,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1199,CO-PRD1-LBL-033,Intermediate reagent labels,0,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1208,CO-PRD1-SOP-310,The use of Calibrated Clocks/Timers,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1209,CO-PRD1-FRM-204,Calibrated Clock/Timer verification form,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1210,CO-PRD1-FRM-211,pH Meter Calibration form - 3 point,3,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1211,CO-PRD1-SOP-311,Use of the Rotary Vane Anemometer in Oak House,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1212,CO-PRD1-PTL-086,Eupry Temperature Monitoring System Validation,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1213,CO-PRD1-SOP-312,Guidance for the completion of Reagent Production Manufacturing Batch Records (MBRs),1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1214,CO-PRD1-SOP-313,Use of Membrane Filters in the binx Reagent Manufacturing Facility ,1,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1215,CO-PRD1-URS-022,URS for a Hydridisation Oven (Benchmark Roto-Therm Plus H2024-E),0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1221,CO-PRD1-FRM-205,Equipment Maintenance and Calibration Form,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1222,CO-PRD1-SOP-318,The use of the calibrated temperature probe,0,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1223,CO-PRD1-SOP-319,Jenway 3510 model pH Meter with ATC probe and 924 30 6.0mm model Tris electrode SOP in Oak House,2,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1224,CO-QA-JA-021,QT9 SCAR Module Job Aid,1,Quality Assurance,Job Aid,QMS,Corporate,,Active
1225,CO-LAB-FRM-206,Water/Eultion Buffer  aliquot form ,0,Laboratory,Forms,QMS,Corporate,,Active
1226,CO-LAB-FRM-207,Manipulated Material Aliquot form ,0,Laboratory,Forms,QMS,Corporate,,Active
1227,CO-SUP-SOP-320,Oak House Supply Chain Reagent Production Process Flow,6,Supply Chain,Standard Operating Procedure,QMS,Corporate,,Out For Revision
1233,CO-SUP-SOP-321,Goods Received - Oak House,4,Supply Chain,Standard Operating Procedure,QMS,Corporate,,Active
1235,CO-PRD1-PTL-087,Oak House Mettler Toledo ME2002T_00 Precision Balance Asset 1170 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1236,CO-PRD1-PTL-088,Oak House Mettler Toledo ML104T_00 Analytical Balance Asset 1171 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1237,CO-PRD1-PTL-089,Oak House Mettler Toledo ML104T_00 Analytical Balance Asset 1172 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1243,CO-SUP-FRM-209,Oak House Cycle Counting stock sheet,0,Supply Chain,Forms,QMS,Corporate,,Active
1244,CO-SUP-SOP-322,Storage and Distribution - Oak House,2,Supply Chain,Standard Operating Procedure,QMS,Corporate,,Active
1245,CO-SUP-SOP-323,Demand Planning ,1,Supply Chain,Standard Operating Procedure,QMS,Corporate,,Active
1246,CO-SUP-SOP-324,Packaging and Shipping Procedure for binx Cartridge Reagent,3,Supply Chain,Standard Operating Procedure,QMS,Corporate,,Active
1248,CO-SUP-FRM-210,Oak House Re-Order form for Supply Chain,0,Supply Chain,Forms,QMS,Corporate,,Active
1249,CO-PRD1-LBL-034,CT IC Detection Reagent Vial Label -7.067.002 - MOB-D-074,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1250,CO-PRD1-LBL-035,CT IC Primer Passivation Reagent Vial Label -7.071.002 - MOB-D-078,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1251,CO-PRD1-LBL-036,NG1 IC Detection Reagent Vial Label - 7.068.002 - MOB-D-075,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1252,CO-PRD1-LBL-037,NG2 IC Detection Reagent Vial Label  - 7.069.002 - MOB-D-076,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1253,CO-PRD1-LBL-038,NG1 NG2 IC Primer Passivation Reagent Vial Label - 7.072.002 - MOB-D-079,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1254,CO-PRD1-LBL-039,CT NG Taq UNG Reagent Vial Label - 7.070.002 - MOB-D-077,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1255,CO-PRD1-LBL-040,IC DNA Reagent Vial Label - 7.073.002 - MOB-D-080,1,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1256,CO-PRD1-LBL-041,CT IC Detection Reagent Box Label -7.067.002 - MOB-D-074,3,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1257,CO-PRD1-LBL-042,CT IC Primer Passivation Reagent Box Label -7.071.002 - MOB-D-078,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1258,CO-PRD1-LBL-043,NG1 IC Detection Reagent Box Label - 7.068.002 - MOB-D-075,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1259,CO-PRD1-LBL-044,NG2 IC Detection Reagent Box Label - 7.069.002 - MOB-D-076,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1260,CO-PRD1-LBL-045,NG1 NG2 IC Primer Passivation Reagent Box Label - 7.072.002 - MOB-D-079,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1261,CO-PRD1-LBL-046,CT NG Taq UNG Reagent Box Label - 7.070.002 - MOB-D-077,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1262,CO-PRD1-LBL-047,IC DNA Reagent Box Label - 7.073.002 - MOB-D-080,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1263,CO-SUP-JA-023,Dry Ice Job aid (Oak House),0,Supply Chain,Job Aid,QMS,Corporate,,Active
1266,CO-PRD1-URS-025,URS for temp-controlled equipment for Oak House,0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1267,CO-PRD1-URS-026,User Requirement Specification for a Wireless Temperature and Humidity Monitoring System for Oak House Production and Storage Facility,0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1274,CO-SUP-T-171,Oak House Commercial Invoice - Cartridge Reagent (-20°c),1,Supply Chain,Templates,QMS,Corporate,,Active
1275,CO-SUP-T-172,Oak House Packing List - Cartridge Reagent (2-8°c),1,Supply Chain,Templates,QMS,Corporate,,Active
1276,CO-SUP-FRM-213,Oak House Lab Replenishment Form,0,Supply Chain,Forms,QMS,Corporate,,Active
1278,CO-PRD1-PTL-090,Oak House Haier DW-86L338J Freezer 1155 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1279,CO-PRD1-PTL-091,Oak House Labcold RLDF1519 Fridge 1157 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1280,CO-PRD1-PTL-092,Oak House Labcold RLDF1519 Fridge 1159 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1281,CO-PRD1-PTL-093,Oak House Labcold RLDF0519 Fridge 1161 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1289,CO-PRD1-PTL-094,Oak House Labcold RLVF1517 Freezer 1158 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1290,CO-PRD1-PTL-095,Oak House Labcold RLVF0417 Freezer 1162 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1291,CO-PRD1-PTL-096,Oak House Labcold RLVF1517 Freezer 1183 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1292,CO-PRD1-PTL-097,Oak House Labcold RLDF1519 Fridge 1207 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1293,CO-PRD1-PTL-098,Oak House Labcold RLVF1517 Freezer 1208 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1302,CO-PRD1-URS-027,User Requirements Specification for a Monmouth Scientific Model Guardian 1800 production enclosure,0,Production line 1 - Oak House,User Requirements Specification,QMS,Corporate,,Active
1304,CO-SUP-T-178,Reagent component pick list form,5,Supply Chain,Templates,QMS,Corporate,,Active
1305,CO-SUP-FRM-214,CT IC Detection Reagent Component pick list form - 7.067.002 - MOB-D-074,5,Supply Chain,Forms,QMS,Corporate,,Active
1306,CO-SUP-FRM-215,CT IC Primer Passivation Reagent Component Pick List Form - 7.071.002 - MOB-D-078,3,Supply Chain,Forms,QMS,Corporate,,Active
1307,CO-SUP-FRM-216,NG1 IC Detection Reagent Component Pick List Form - 7.068.002 - MOB-D-075,3,Supply Chain,Forms,QMS,Corporate,,Active
1308,CO-SUP-FRM-217,NG2 IC Detection Reagent Component Pick List Form - 7.069.002 - MOB-D-076,3,Supply Chain,Forms,QMS,Corporate,,Active
1309,CO-SUP-FRM-218,NG1 NG2 IC Primer Passivation Reagent Component Pick List Form - 7.072.002 - MOB-D-079,3,Supply Chain,Forms,QMS,Corporate,,Active
1310,CO-SUP-FRM-219,CT NG Taq UNG Reagent Component Pick List Form - 7.070.002 - MOB-D-077,3,Supply Chain,Forms,QMS,Corporate,,Active
1311,CO-SUP-FRM-220,IC DNA Reagent Component Pick List Form - 7.073.002 - MOB-D-080,3,Supply Chain,Forms,QMS,Corporate,,Active
1312,CO-SUP-JA-024,Consumption on Cost Center,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1316,CO-SUP-JA-028,Running Purchasing and Production Exception Reports,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1318,CO-SUP-JA-030,Manual MRP Process (binx ERP system) and Releasing Purchase / Production Proposals,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1325,CO-SUP-JA-037,Expiry Date Amendment ,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1328,CO-SUP-JA-040,Oak House Work Order Completion,0,Supply Chain,Job Aid,QMS,Corporate,,Out For Revision
1329,CO-SUP-JA-041,Oak House Work Order Completion,1,Supply Chain,Job Aid,QMS,Corporate,,Active
1330,CO-PRD1-PTL-099,Oak House MSC1800 Production Enclosure Asset 1168 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1332,CO-PRD1-PTL-100,Oak House Roto-Therm H2024-E Hybridisation Oven Asset 1113 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1333,CO-PRD1-T-179,Template for IQC for Oak House,1,Production line 1 - Oak House,Templates,QMS,Corporate,,Active
1337,CO-LAB-JA-043,CIR Job Aid,1,Laboratory,Job Aid,QMS,Corporate,,Active
1339,CO-PRD1-FRM-223,Potassium Chloride Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1341,CO-PRD1-FRM-225,Potassium phosphate dibasic Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1342,CO-PRD1-FRM-226,Taq-B Oak House Production IQC,3,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1343,CO-PRD1-FRM-227,NG2 di452 probe Oak House production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1344,CO-PRD1-FRM-228,UNG Oak House Production IQC,3,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1345,CO-PRD1-FRM-229,MBG Water Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1346,CO-PRD1-FRM-230,Hybridization Oven Verification and Calibration Form,0,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1347,CO-PRD1-FRM-231,0.5M EDTA Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1348,CO-PRD1-FRM-232,Brij- 58 Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1349,CO-PRD1-FRM-233,Glycerol Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1350,CO-PRD1-FRM-234,Potassium phosphate monobasic Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1351,CO-PRD1-FRM-235,Trehalose dihydrate Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1352,CO-PRD1-FRM-236,Triton X305 Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1353,CO-PRD1-FRM-237,Trizma base Oak House production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1354,CO-PRD1-FRM-238,Trizma hydrochloride Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1355,CO-PRD1-FRM-239,Magnesium chloride Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1356,CO-PRD1-FRM-240,Ethanol Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1357,CO-PRD1-FRM-241,T7 exonuclease Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1358,CO-PRD1-FRM-242,dUTP mix Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1359,CO-PRD1-FRM-243,y-Aminobutyric acid (GABA) Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1360,CO-PRD1-FRM-244,Albumin from bovine serum (BSA) Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Out For Revision
1361,CO-PRD1-FRM-245,DL-dithiothreitol (DTT) Oak House Production IQC,4,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1362,CO-PRD1-FRM-246,CT di452 probe Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1363,CO-PRD1-FRM-247,IC di275 probe Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1364,CO-PRD1-FRM-248,NG1 di452 probe Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1365,CO-PRD1-FRM-249,CT forward primer Oak House production IQC,3,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1366,CO-PRD1-FRM-250,CT reverse primer Oak House Production IQC,3,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1367,CO-PRD1-FRM-251,IC  forward primer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1368,CO-PRD1-FRM-252,IC reverse primer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1369,CO-PRD1-FRM-253,NG1 forward primer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1370,CO-PRD1-FRM-254,NG1 Reverse primer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1371,CO-PRD1-FRM-255,NG2 forward primer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1372,CO-PRD1-FRM-256,NG2 reverse primer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1373,CO-PRD1-FRM-257,Pectobacterium atrosepticum (IC) DNA buffer Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1374,CO-PRD1-PTL-101,Validation of Oak House CT/NG reagent process,1,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1375,CO-OPS-URS-028,Keyence LM Series - User Requirements Specification,0,Operations,User Requirements Specification,QMS,Corporate,,Active
1376,CO-PRD1-JA-044,Production suite air conditioning job aid,0,Production line 1 - Oak House,Job Aid,QMS,Corporate,,Active
1377,CO-PRD1-FRM-258,pH Buffer Bottle 10.01 Twin-neck Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1378,CO-PRD1-FRM-259,pH Buffer Bottle 7.00 Twin-neck Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1379,CO-PRD1-FRM-260,pH Buffer Bottle 4.01 Twin-neck Oak House Production IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1380,CO-PRD1-FRM-261,Sartorius Minisart™ NML Syringe Filters Sterile (0.45 µm) Male Luer Lock Oak House IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1381,CO-PRD1-FRM-262,Incoming Sartorius Minisart NML hydrophilic sterile Syringe Filter with 0.2 µm surfactant-free Cellulose Acetate Membrane Male Luer Lock Oak House IQC ,1,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1382,CO-PRD1-FRM-263,Sartorius Minisart NML hydrophilic sterile Syringe Filter with 0.2 µm surfactant-free Cellulose Acetate Membrane Male Luer Slip Oak House IQC,2,Production line 1 - Oak House,Forms,QMS,Corporate,,Active
1384,CO-PRD1-LBL-049,Incoming Goods - Oak House,2,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1385,CO-PRD1-LBL-050,Stock Label - Oak House,3,Production line 1 - Oak House,Label,QMS,Corporate,,Active
1390,CO-PRD1-PTL-102,Oak House APC Schneider UPS Asset  1116 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1391,CO-PRD1-PTL-103,Oak House APC Schneider UPS Asset  1117 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1392,CO-PRD1-PTL-104,Oak House APC Schneider UPS Asset  1118 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1393,CO-PRD1-PTL-105,Oak House APC Schneider UPS Asset  1176 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1394,CO-PRD1-PTL-106,Oak House APC Schneider UPS Asset  1177 Validation Protocol,0,Production line 1 - Oak House,Protocol,QMS,Corporate,,Active
1398,CO-SUP-JA-047,Demand Plan - Plan and Release,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1402,CO-SAM-JA-048,Promotional Materials Checklist,0,Sales and Marketing,Job Aid,QMS,Corporate,,Active
1403,CO-SAM-JA-049,Use of Acronyms in Marketing Materials,0,Sales and Marketing,Job Aid,QMS,Corporate,,Active
1405,CO-CS-JA-050,Job Aid _Field Service-Instrument cleaning,0,Customer Support,Job Aid,QMS,Corporate,,Active
1415,CO-SUP-T-182,Oak House Commercial Invoice - Cartridge Reagent (2-8°c),1,Supply Chain,Templates,QMS,Corporate,,Active
1416,CO-SUP-T-183,Oak House Packing List - Cartridge Reagent (-20°c),1,Supply Chain,Templates,QMS,Corporate,,Active
1417,CO-SUP-T-184,binx Commercial Invoice (Misc. shipments),1,Supply Chain,Templates,QMS,Corporate,,Active
1418,CO-SUP-T-185,binx Packing List (Misc shipments),1,Supply Chain,Templates,QMS,Corporate,,Active
1419,CO-SUP-JA-055,Use of Elpro data loggers,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1420,CO-SUP-JA-056,Use of Sensitech data loggers,0,Supply Chain,Job Aid,QMS,Corporate,,Active
1421,CO-SUP-LBL-051,Shipping Contents Label,1,Supply Chain,Label,QMS,Corporate,,Active
1422,CO-LAB-URS-029,URS for Female Urine Clinical Study Database ,0,Laboratory,User Requirements Specification,QMS,Corporate,,Active
1423,CO-LAB-PTL-186,Verification Testing Protocol for Female Urine Database,0,Laboratory,Protocol,QMS,Corporate,,Active
1424,CO-LAB-REG-037,Female Urine Database,0,Laboratory,Registers,QMS,Corporate,,Active
1425,CO-SAM-SOP-352,Use of Sales and Market Access Master Decks for External Presentations,0,Sales and Marketing,Standard Operating Procedure,QMS,Corporate,,Active
1462,CO-PRD1-SOP-355,Manufacturing Overview for Detection Reagents,3,Production line 1 - Oak House,Standard Operating Procedure,QMS,Corporate,,Active
1463,CO-QA-SOP-356,EU Regulatory Strategy and Process,0,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1464,CO-QA-SOP-357,EU Performance Evaluation,1,Quality Assurance,Standard Operating Procedure,QMS,Corporate,,Active
1466,CO-QA-T-189,Post Market Performance Follow-up Plan Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1467,CO-QA-T-190,Post Market Performance Follow-up Report Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1469,CO-QA-T-192,Post Market Surveillance Plan Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1470,CO-QA-T-193,Post Market Surveillance Report Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1471,CO-QA-T-194,Declaration of Conformity Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1473,CO-CS-FRM-267,Field Service Report Form ,0,Customer Support,Forms,QMS,Corporate,,Active
1474,CO-QA-T-196,GSPR Template,0,Quality Assurance,Templates,QMS,Corporate,,Active
1475,CO-QA-T-197,Summary Technical Documentation (STED) Template,1,Quality Assurance,Templates,QMS,Corporate,,Active
1476,CO-CS-SOP-358,binx io Field Service Procedure,0,Customer Support,Standard Operating Procedure,QMS,Corporate,,Active
1484,CO-LAB-T-198,Eupry Calibration Cover Sheet,0,Laboratory,Templates,QMS,Corporate,,Active
1485,CO-QA-JA-059,QT9 Material Review Board Module,1,Quality Assurance,Job Aid,QMS,Corporate,,Active
1486,CO-PRD1-T-199,Oak House Manufacturing Overview SOP Template,0,Production line 1 - Oak House,Templates,QMS,Corporate,,Active
1487,CO-PRD1-T-200,Manufacturing Batch Record (MBR) Template,0,Production line 1 - Oak House,Templates,QMS,Corporate,,Active
1488,CO-SUP-T-201,Shipping Specification Template,0,Supply Chain,Templates,QMS,Corporate,,Active
1489,CO-SUP-SOP-363,Shipping Specifications Procedure,0,Supply Chain,Standard Operating Procedure,QMS,Corporate,,Active
1490,CO-SUP-SP-005,Shipping Specification: CT/NG io Cartridge,0,Supply Chain,Specification,QMS,Corporate,,Active
1496,CO-SUP-POL-035,Cold Chain Shipping Policy,0,Supply Chain,Policy,QMS,Corporate,,Out For Revision
1497,CO-H&S-T-204,Incident and Near Miss Reporting Form,5,Health and Safety,Templates,Business,Corporate,HS-T-001,Active
1498,CO-H&S-T-202,Health and Safety Risk Assessment Template,1,Health and Safety,Templates,Business,Corporate,HS-T-002,Active
1499,CO-H&S-T-203,Blank Form for H&S COSHH assessments,6,Health and Safety,Templates,Business,Corporate,HS-T-003,Active
1500,CO-H&S-COSHH-001,COSHH Assessment - General Chemicals,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-001,Active
1501,CO-H&S-COSHH-002,COSHH Assessment - Oxidising Agents,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-002,Active
1502,CO-H&S-COSHH-003,COSHH Assessment - Flammable Materials,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-003,Active
1503,CO-H&S-COSHH-004,COSHH Assessment - Chlorinated Solvents,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-004,Active
1504,CO-H&S-COSHH-005,COSHH Assessment - Corrosive Bases,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-005,Active
1505,CO-H&S-COSHH-006,COSH-Assessment - Corrosive Acids,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-006,Active
1506,CO-H&S-COSHH-007,COSHH assessment  - General Hazard Group 2 organisms,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-007,Active
1507,CO-H&S-COSHH-008,COSHH assessment  - Hazard Group 2 respiratory pathogens,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-008,Active
1508,CO-H&S-COSHH-009,COSHH Assessment - Hazard Group 1 Pathogens,5,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-009,Active
1509,CO-H&S-COSHH-010,COSHH assessment - clinical samples,7,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-010,Active
1510,CO-H&S-COSHH-012,COSHH Assessment - Inactivated Micro-organisms,6,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-011,Active
1511,CO-H&S-COSHH-013,COSHH Assessment  - Dry Ice,4,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-012,Active
1512,CO-H&S-COSHH-014,COSHH Assessment - Compressed Gases,1,Health and Safety,COSHH Assessment,Business,Corporate,HS-COSHH-013,Active
1513,CO-H&S-RA-001,Risk Assessment - binx Health Office and non-laboratory areas,5,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-020,Active
1514,CO-H&S-RA-002,Risk Assessment for use of Microorganisms,7,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-022,Active
1515,CO-H&S-RA-003,Risk Assessment - Laboratory Areas (excluding Microbiology and Pilot line),6,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-023,Active
1516,CO-H&S-RA-004,Risk Assessment - io® reader / assay development tools,5,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-027,Active
1517,CO-H&S-RA-005,Flammable & Explosive Substances Risk Assessment for  binx health Ltd (Derby Court and Unit 6),4,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-029,Active
1518,CO-H&S-RA-006,Risk Assessment - use of UV irradiation in the binx health Laboratories,5,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-030,Out For Revision
1519,CO-H&S-RA-007,Risk Assessment - Pilot line Laboratory area,5,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-033,Active
1520,CO-H&S-RA-008,Risk Assessment for binx Health Employees,4,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-040,Active
1521,CO-H&S-RA-009,Risk Assessment for use of Chemicals,4,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-041,Active
1522,CO-H&S-RA-010,Risk Assessment for work-related stress,3,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-042,Active
1523,CO-H&S-RA-011,Covid-19 Risk Assessment binx Health ltd,7,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-043,Active
1524,CO-H&S-RA-012,Health and Safety Risk Assessment for Use of a Butane Torch,1,Health and Safety,H&S Risk Assessments,Business,Corporate,HS-RA-046,Active
1525,CO-H&S-PRO-001,Health & Safety Fire Related Procedures,11,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-001,Active
1526,CO-H&S-PRO-002,Chemical and Biological COSHH Guidance,9,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-002,Active
1527,CO-H&S-PRO-003,Manual Lifting Procedure,5,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-003,Active
1528,CO-H&S-PRO-004,Accident Incident and near miss reporting procedure,6,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-007,Active
1529,CO-H&S-PRO-005,Health and Safety Risk Assessment Procedure,1,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-009,Active
1530,CO-H&S-PRO-006,Health and Safety Legislation Review Procedure,1,Health and Safety,H&S Procedures,Business,Corporate,HS-PRO-010,Active
