QT9 Document Code,Title,Job Function,Team Name
CO-LAB-SOP-016,Use of the Peqlab thermal cyclers,QC Director,Quality Control
CO-LAB-SOP-019,LMS Programmable Incubator,QC Director,Quality Control
CO-LAB-SOP-078,Preparation of Bacterial Stocks,QC Director,Quality Control
CO-LAB-SOP-079,Use and cleaning of the ClassII Microbiology Safety Cabinet,QC Director,Quality Control
CO-LAB-SOP-080,Agilent Bioanalyzer SOP,QC Director,Quality Control
CO-LAB-SOP-082,Use of Rotary Vane Anemometer,QC Director,Quality Control
CO-LAB-SOP-097,Temperature monitoring SOP,QC Director,Quality Control
CO-LAB-SOP-103,Environmental Control in the Laboratory,QC Director,Quality Control
CO-LAB-SOP-108,Laboratory cleaning SOP,QC Director,Quality Control
CO-LAB-SOP-129,Operation of the Prior Autoclave,QC Director,Quality Control
CO-LAB-SOP-130,Heat Detection Rig Work Instructions,QC Director,Quality Control
CO-LAB-SOP-131,Pipette Use and Calibration,QC Director,Quality Control
CO-LAB-SOP-135,Use and Completion of MFG documents,QC Director,Quality Control
CO-LAB-SOP-136,Solution preparation SOP,QC Director,Quality Control
CO-LAB-SOP-137,Monitoring Variable Temperature Apparatus,QC Director,Quality Control
CO-LAB-SOP-138,Use of temperature and humidity loggers,QC Director,Quality Control
CO-LAB-SOP-145,Storage and Safe handling of Biohazardous Materials,QC Director,Quality Control
CO-LAB-SOP-148,Reagent Aliquot SOP,QC Director,Quality Control
CO-LAB-SOP-149,Introducing New Laboratory Equipment,QC Director,Quality Control
CO-LAB-SOP-150,-80 Freezer Temperature Monitoring,QC Director,Quality Control
CO-LAB-SOP-151,Management and Control of Critical and Controlled equipment,QC Director,Quality Control
CO-LAB-SOP-152,Reporting & Recording Instrument Failures ,QC Director,Quality Control
CO-LAB-SOP-153,Use of UV cabinets,QC Director,Quality Control
CO-LAB-SOP-155,Lab book write up,QC Director,Quality Control
CO-LAB-SOP-156,Lab rough notes,QC Director,Quality Control
CO-LAB-SOP-158,Use of NanoDrop SP2000 Spectrophotometer for quantifying nucleic acid and protein samples,QC Director,Quality Control
CO-LAB-SOP-159,Use of the Rotorgene Q,QC Director,Quality Control
CO-LAB-SOP-163,Running End to End CT cartridges on io Readers,QC Director,Quality Control
CO-LAB-SOP-168,Janway 3510 model pH Meter,QC Director,Quality Control
CO-LAB-SOP-175,Out of Hours Temperature Monitoring ,QC Director,Quality Control
CO-LAB-SOP-176,SOP to provide guidance for IQC's,QC Director,Quality Control
CO-LAB-SOP-178,Signal Analyser,QC Director,Quality Control
CO-LAB-SOP-179,Cleaning Procedure for Microbiolgy lab,QC Director,Quality Control
CO-LAB-SOP-180,Reconstituton of Lyophilised Materials,QC Director,Quality Control
CO-LAB-SOP-182,Limited Laboratory Access Procedure,QC Director,Quality Control
CO-LAB-SOP-184,Pilot Line Blister Filling and Sealing Procedure,QC Director,Quality Control
CO-LAB-SOP-241,Ordering of New Reagents and Chemicals,QC Director,Quality Control
CO-LAB-SOP-287,Introduction of New microorganisms SOP,QC Director,Quality Control
CO-LAB-SOP-289,Details of Standard Assays for use with CT-NG Project,QC Director,Quality Control
CO-LAB-SOP-290,Running Clinical Samples in io Readers,QC Director,Quality Control
CO-LAB-SOP-291,Preparation of 10X and 1X TAE,QC Director,Quality Control
CO-LAB-SOP-292,Preparation of TSB and TSA,QC Director,Quality Control
CO-LAB-SOP-295,Environmental Contamination Monitoring,QC Director,Quality Control
CO-LAB-SOP-300,Preparation of Sub-circuit cards for voltammetric detection,QC Director,Quality Control
CO-LAB-SOP-301,Preparation of BHI Broth ,QC Director,Quality Control
CO-LAB-SOP-302,Preparation and use of agarose gels,QC Director,Quality Control
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,QC Director,Quality Control
CO-OPS-POL-011,WEEE Policy,QC Director,Quality Control
CO-OPS-PTL-048,IO Release Procedure for Refurbished and Reworked Readers,QC Director,Quality Control
CO-OPS-SOP-002,Planning for Process Validation,QC Director,Quality Control
CO-OPS-SOP-034,Test Method Validation,QC Director,Quality Control
CO-OPS-SOP-188,Process Validation,QC Director,Quality Control
CO-OPS-SOP-192,Verification Testing Process SOP,QC Director,Quality Control
CO-OPS-SOP-200,Chlamydia trachomatis and Neisseria gonorrhoeae positive daily controls,QC Director,Quality Control
CO-OPS-URS-002,URS for temperature monitoring system,QC Director,Quality Control
CO-PRD1-SOP-268,Transfer of reagent QC samples,QC Director,Quality Control
CO-QA-POL-010,Policy for Control of Infrastructure Environment and Equipment,QC Director,Quality Control
CO-QA-SOP-004,Internal Audit,QC Director,Quality Control
CO-QA-SOP-014,Quality Planning Procedure,QC Director,Quality Control
CO-QA-SOP-015,Competence of Atlas Auditors,QC Director,Quality Control
CO-QA-SOP-024,Sharepoint Administration,QC Director,Quality Control
CO-QA-SOP-028,Quality Records,QC Director,Quality Control
CO-QA-SOP-077,Supplier Audit Procedure,QC Director,Quality Control
CO-QA-SOP-147,Managing an External Regulatory Visit,QC Director,Quality Control
CO-QA-SOP-244,QT9 Administration,QC Director,Quality Control
CO-QA-SOP-267,Post Market Surveillance,QC Director,Quality Control
CO-QA-SOP-274,Applicable Standards Management Procedure,QC Director,Quality Control
CO-QA-SOP-326,Vigilance and Medical Reporting Procedure,QC Director,Quality Control
CO-QC-COP-001,Quality Control Laboratory Code of Practice,QC Director,Quality Control
CO-QC-COP-002 ,CL2 Microbiology Lab Code of Practice,QC Director,Quality Control
CO-QC-JA-004,Use of CO-QC-T-155: CTNG QC Cartridge Analysis Module,QC Director,Quality Control
CO-QC-JA-011,Use of CO-QC-T-118: Detection Reagent Analysis Spreadsheet,QC Director,Quality Control
CO-QC-JA-012,A Guide to QC Cartridge inspections,QC Director,Quality Control
CO-QC-LAB-299,io reader interface barcode scan rate ,QC Director,Quality Control
CO-QC-POL-018,Quality Control Policy,QC Director,Quality Control
CO-QC-QCP-039,T7 Exonuclease,QC Director,Quality Control
CO-QC-QCP-052,IC DNA in TE Buffer - Raw Material qPCR test,QC Director,Quality Control
CO-QC-QCP-053,NG2 Plasmid Quantification - qPCR Test (Part No. 0347,QC Director,Quality Control
CO-QC-QCP-054,NG1 Plasmid Quantification - qPCR Test (Part No. 0346),QC Director,Quality Control
CO-QC-QCP-055,CT Plasmid Quantification - qPCR Test (Part No. 0348),QC Director,Quality Control
CO-QC-QCP-056,CTNG Cartridge QCP ,QC Director,Quality Control
CO-QC-QCP-057,CTNG CTIC- NG1IC and NG2IC Detection Reagents QC test,QC Director,Quality Control
CO-QC-QCP-058,Material Electrochemical Signal Interference test,QC Director,Quality Control
CO-QC-QCP-059,ct/ng Collection Kit Batch Release,QC Director,Quality Control
CO-QC-QCP-060,CT/NG Relabelled cartridge release procedure,QC Director,Quality Control
CO-QC-QCP-061,Electrode testing,QC Director,Quality Control
CO-QC-QCP-062,QC release procedure for the Io Reader,QC Director,Quality Control
CO-QC-QCP-063,QCP For CTNG NG2-IC Detection Reagent Revision 2,QC Director,Quality Control
CO-QC-QCP-064,QCP For CTNG NG1-IC Detection Reagent Revision 2,QC Director,Quality Control
CO-QC-QCP-065,QCP For CTNG CT-IC Detection Reagent Revision 2,QC Director,Quality Control
CO-QC-QCP-066,QCP For CTNG NGIC Primer Passivation Reagent Revision 1,QC Director,Quality Control
CO-QC-QCP-067,QCP For CTNG CTIC Primer Passivation Reagent Revision 1,QC Director,Quality Control
CO-QC-QCP-068,QCP For CTNG TaqUNG Reagent Revision 1,QC Director,Quality Control
CO-QC-QCP-069,QCP For CTNG IC DNA Formulation,QC Director,Quality Control
CO-QC-QCP-070,Enzymatics UNG 50U/uL QCP,QC Director,Quality Control
CO-QC-QCP-071,Taq-B raw material,QC Director,Quality Control
CO-QC-SOP-012,Quality Control Out of Specification Results Procedure,QC Director,Quality Control
CO-QC-SOP-021,Use of Stuart SRT6D Roller Mixer,QC Director,Quality Control
CO-QC-SOP-094,Procedure to control chemical and biological spillages,QC Director,Quality Control
CO-QC-SOP-154,QC Laboratory Cleaning SOP,QC Director,Quality Control
CO-QC-SOP-171,Quality Control Rounding procedure,QC Director,Quality Control
CO-QC-SOP-173,Laboratory Investigation Procedure,QC Director,Quality Control
CO-QC-SOP-185,Use of the SB3 Rotator,QC Director,Quality Control
CO-QC-SOP-282,QC Sample Handling and Retention Procedure,QC Director,Quality Control
CO-QC-SOP-286,Procedure for io Release,QC Director,Quality Control
CO-QC-SOP-293,dPCR quantification of CT & NG Vircell inputs,QC Director,Quality Control
CO-QC-SOP-294,Standardised Method for CT Dilutions ,QC Director,Quality Control
CO-SUP-POL-017,Policy for Customer Interface- Order Handling- Product Storage & Distribution,QC Director,Quality Control
CO-SUP-POL-034,Supply Team Policy for Oak House Production Suite Operations,QC Director,Quality Control
CO-SUP-SOP-013,Customer Returns,QC Director,Quality Control
CO-SUP-SOP-025,quality Control,QC Director,Quality Control
CO-SUP-SOP-037,Complete QC Inspections,QC Director,Quality Control
CO-SUP-SOP-038,Change of Stock (QC release),QC Director,Quality Control
CO-SUP-SOP-048,Raise PO Non Stock and Services,QC Director,Quality Control
CO-SUP-SOP-049,Receive non sock PO ,QC Director,Quality Control
CO-SUP-SOP-050,Raise PO - Stock Item,QC Director,Quality Control
CO-SUP-SOP-051,Receive Stock Purchase Orders,QC Director,Quality Control
CO-SUP-SOP-052,New Supplier Set-Up,QC Director,Quality Control
CO-SUP-SOP-053,Raise and Release PO,QC Director,Quality Control
CO-SUP-SOP-054,Complete PO,QC Director,Quality Control
CO-SUP-SOP-055,Goods Movement ,QC Director,Quality Control
CO-SUP-SOP-056,Check Sales Order due Date,QC Director,Quality Control
CO-SUP-SOP-057,Consume to cost centre or Project ,QC Director,Quality Control
CO-SUP-SOP-058,Inspection Plans,QC Director,Quality Control
CO-SUP-SOP-068,Purchasing SOP,QC Director,Quality Control
CO-SUP-SOP-069,Supplier Evaluation SOP,QC Director,Quality Control
CO-SUP-SOP-070,Supplier Risk Assessment- Approval and Monitoring Procedure,QC Director,Quality Control
CO-SUP-SOP-072,Instructions for receipt of incoming Non-Stock goods- assigning GRN numbers and labelling,QC Director,Quality Control
CO-SUP-SOP-277,Instructions for receipt of incoming Non-Stock goods- assigning GRN numbers and labelling,QC Director,Quality Control
CO-SUP-SOP-279,Stock take procedure,QC Director,Quality Control
CO-SUP-SOP-280,Setting Expiry Dates for Incoming Materials,QC Director,Quality Control
CO-SUP-SOP-281,Cartridge Component Stock Control Procedure,QC Director,Quality Control
CO-SUP-SOP-320,Production Process,QC Director,Quality Control
CO-SUP-SOP-321,Incoming Goods Procedure for deliveries into Oak House Manufacturing Site,QC Director,Quality Control
CO-SUP-SOP-322,Supply Team Oak House Operations,QC Director,Quality Control
CO-SUP-SOP-324,Packaging and Shipping procedure for binx Cartridge Reagent,QC Director,Quality Control
CO-IT-SOP-044,IT Management Back Up and Support,QC Director,Quality Control
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,QC Director,Quality Control
CO-QA-POL-019,Quality Policy,QC Director,Quality Control
CO-QA-POL-021,Quality Manual,QC Director,Quality Control
CO-QA-SOP-012,Annual Quality Objectives ,QC Director,Quality Control
CO-QA-SOP-043,Training Procedure,QC Director,Quality Control
CO-IT-POL-022,Access Control Policy,QC Director,Quality Control
CO-IT-POL-023,Asset Management Policy,QC Director,Quality Control
CO-IT-POL-024,Business Continuity and Disaster Recovery,QC Director,Quality Control
CO-IT-POL-025,Code of Conduct,QC Director,Quality Control
CO-IT-POL-026,Cryptography Policy,QC Director,Quality Control
CO-IT-POL-027,Human Resource Security Policy,QC Director,Quality Control
CO-IT-POL-028,Information Security Policy,QC Director,Quality Control
CO-IT-POL-029,Information Security Roles and Responsibilities,QC Director,Quality Control
CO-IT-POL-030,Physical Security Policy,QC Director,Quality Control
CO-IT-POL-031,Responsible Disclosure Policy,QC Director,Quality Control
CO-IT-POL-032,Risk Management ,QC Director,Quality Control
CO-IT-POL-033,Third Party Management,QC Director,Quality Control
CO-QA-SOP-139,Change Management,QC Director,Quality Control
CO-QA-SOP-140,Document Control & Control of Quality Records,QC Director,Quality Control
CO-QA-SOP-026,Use of Sharepoint,QC Director,Quality Control
CO-QA-SOP-030,Accessing and Finding Documents in QT9,QC Director,Quality Control
CO-QA-SOP-031,Revising and Introducing Documents in QT9,QC Director,Quality Control
CO-QA-SOP-098,Document Matrix,QC Director,Quality Control
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,QC Director,Quality Control
CO-QA-SOP-005,Document and Records Archiving,QC Director,Quality Control
CO-QA-SOP-003,Non Conformance Procedure,QC Director,Quality Control
CO-QA-SOP-011,Supplier Corrective Action Response Procedure,QC Director,Quality Control
CO-QA-SOP-093,CAPA Procedure,QC Director,Quality Control
CO-QA-SOP-099,Deviation procedure,QC Director,Quality Control
CO-QA-SOP-345,Tools for Root Cause Analysis,QC Director,Quality Control
CO-QA-SOP-007,Field Corrective Actions,QC Director,Quality Control
CO-QA-SOP-076,Product Complaint Handling,QC Director,Quality Control
CO-QA-SOP-283,Product Risk Management ,QC Director,Quality Control
CO-QA-SOP-284,FMEA Procedure,QC Director,Quality Control
CO-QA-SOP-285,Hazard Analysis Procedure,QC Director,Quality Control
CO-QA-SOP-016,Identification and Traceability,QC Director,Quality Control
CO-CS-POL-012,Policy for Customer Feedback and Device Vigilance,QC Director,Quality Control
CO-HR-POL-007,Training Policy,QC Director,Quality Control
CO-QA-POL-006,Policy for Document Control and Change Management,QC Director,Quality Control
CO-QA-POL-013,Policy for Complaints and Vigilance,QC Director,Quality Control
CO-QA-POL-014,Policy for Control of Non Conformance ,QC Director,Quality Control
CO-QA-POL-020,Risk Management Policy,QC Director,Quality Control
CO-QA-SOP-025,Management Review,QC Director,Quality Control
CO-QA-SOP-267,Post Market Surveillance ,QC Director,Quality Control
CO-CA-POL-009,Policy for Verification and Validation,SVP- POC Operations,POC Operations
CO-DES-SOP-029,Design and Development Procedure,SVP- POC Operations,POC Operations
CO-DES-SOP-041,Design Review Work Instruction,SVP- POC Operations,POC Operations
CO-H&S-P-001,Health & Safety Policy,SVP- POC Operations,POC Operations
CO-H&S-P-003,Stress Policy ,SVP- POC Operations,POC Operations
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,SVP- POC Operations,POC Operations
CO-H&S-PRO-002,Chemical COSHH Guidance,SVP- POC Operations,POC Operations
CO-H&S-PRO-003,Health and Safety Manual Handling,SVP- POC Operations,POC Operations
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,SVP- POC Operations,POC Operations
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,SVP- POC Operations,POC Operations
CO-OPS-POL-011,WEEE Policy,SVP- POC Operations,POC Operations
CO-OPS-SOP-002,Planning for Process Validation,SVP- POC Operations,POC Operations
CO-OPS-SOP-032,Validation of Automated Equipment and Quality System Software,SVP- POC Operations,POC Operations
CO-OPS-SOP-188,Process Validation,SVP- POC Operations,POC Operations
CO-OPS-SOP-192,Verification Testing Process SOP,SVP- POC Operations,POC Operations
CO-QA-SOP-016,Identification and Traceability,SVP- POC Operations,POC Operations
CO-QA-SOP-025,Management Review,SVP- POC Operations,POC Operations
CO-QA-SOP-028,Quality Records,SVP- POC Operations,POC Operations
CO-QA-SOP-267,Post Market Surveillance,SVP- POC Operations,POC Operations
CO-QA-SOP-274,Applicable Standards Management Procedure,SVP- POC Operations,POC Operations
CO-QA-SOP-326,Vigilance and Medical Reporting Procedure,SVP- POC Operations,POC Operations
CO-SUP-SOP-002,Intrument service and repair,SVP- POC Operations,POC Operations
CO-SUP-SOP-068,Purchasing SOP,SVP- POC Operations,POC Operations
CO-SUP-SOP-069,Supplier Evaluation SOP,SVP- POC Operations,POC Operations
CO-IT-SOP-044,IT Management- Backup- and Support,SVP- POC Operations,POC Operations
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,SVP- POC Operations,POC Operations
CO-QA-POL-019,Quality Policy,SVP- POC Operations,POC Operations
CO-QA-POL-021,Quality Manual,SVP- POC Operations,POC Operations
CO-QA-SOP-012,Annual Quality Objectives ,SVP- POC Operations,POC Operations
CO-QA-SOP-043,Training Procedure,SVP- POC Operations,POC Operations
CO-IT-POL-022,Access Control Policy,SVP- POC Operations,POC Operations
CO-IT-POL-023,Asset Management Policy,SVP- POC Operations,POC Operations
CO-IT-POL-024,Business Continuity and Disaster Recovery,SVP- POC Operations,POC Operations
CO-IT-POL-025,Code of Conduct,SVP- POC Operations,POC Operations
CO-IT-POL-026,Cryptography Policy,SVP- POC Operations,POC Operations
CO-IT-POL-027,Human Resource Security Policy,SVP- POC Operations,POC Operations
CO-IT-POL-028,Information Security Policy,SVP- POC Operations,POC Operations
CO-IT-POL-029,Information Security Roles and Responsibilities,SVP- POC Operations,POC Operations
CO-IT-POL-030,Physical Security Policy,SVP- POC Operations,POC Operations
CO-IT-POL-031,Responsible Disclosure Policy,SVP- POC Operations,POC Operations
CO-IT-POL-032,Risk Management ,SVP- POC Operations,POC Operations
CO-IT-POL-033,Third Party Management,SVP- POC Operations,POC Operations
CO-QA-SOP-139,Change Management,SVP- POC Operations,POC Operations
CO-QA-SOP-140,Document Control & Control of Quality Records,SVP- POC Operations,POC Operations
CO-QA-SOP-026,Use of Sharepoint,SVP- POC Operations,POC Operations
CO-QA-SOP-030,Accessing and Finding Documents in QT9,SVP- POC Operations,POC Operations
CO-QA-SOP-031,Revising and Introducing Documents in QT9,SVP- POC Operations,POC Operations
CO-QA-SOP-098,Document Matrix,SVP- POC Operations,POC Operations
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,SVP- POC Operations,POC Operations
CO-QA-SOP-005,Document and Records Archiving,SVP- POC Operations,POC Operations
CO-QA-SOP-003,Non Conformance Procedure,SVP- POC Operations,POC Operations
CO-QA-SOP-011,Supplier Corrective Action Procedure,SVP- POC Operations,POC Operations
CO-QA-SOP-093,CAPA Procedure,SVP- POC Operations,POC Operations
CO-QA-SOP-099,Deviation Procedure,SVP- POC Operations,POC Operations
CO-QA-SOP-345,Root Cause Analysis,SVP- POC Operations,POC Operations
CO-QA-SOP-076,Product Complaint Handling,SVP- POC Operations,POC Operations
CO-QA-SOP-283,Product Risk Management,SVP- POC Operations,POC Operations
CO-QA-SOP-284,FMEA Procedure,SVP- POC Operations,POC Operations
CO-QA-SOP-285,Hazard Analysis Procedure,SVP- POC Operations,POC Operations
CO-CS-POL-012,Policy for Customer Feedback,SVP- POC Operations,POC Operations
CO-HR-POL-007,Training Policy,SVP- POC Operations,POC Operations
CO-QA-POL-006,Policy for Document Control and Change Management,SVP- POC Operations,POC Operations
CO-QA-POL-013,Policy for Complaints and Vigilance,SVP- POC Operations,POC Operations
CO-QA-POL-014,Policy for the Control of Non-Conforming product and Corrective/Preventive Action,SVP- POC Operations,POC Operations
CO-QA-POL-020,Risk Management Policy,SVP- POC Operations,POC Operations
CO-QA-SOP-007,Correction- Removal and Recall Procedure,SVP- POC Operations,POC Operations
CO-CA-POL-009,Policy for Verification and Validation,Operations PMO,POC Operations
CO-DES-SOP-029,Design and Development Procedure,Operations PMO,POC Operations
CO-DES-SOP-041,Design Review Work Instruction,Operations PMO,POC Operations
CO-H&S-P-001,Health & Safety Policy,Operations PMO,POC Operations
CO-H&S-P-003,Stress Policy ,Operations PMO,POC Operations
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,Operations PMO,POC Operations
CO-H&S-PRO-002,Chemical COSHH Guidance,Operations PMO,POC Operations
CO-H&S-PRO-003,Health and Safety Manual Handling,Operations PMO,POC Operations
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,Operations PMO,POC Operations
CO-HR-POL-007,Training Policy,Operations PMO,POC Operations
CO-LAB-SOP-103,Environmental Control in the Laboratory,Operations PMO,POC Operations
CO-OPS-POL-008,Policy for Purchasing and Management of Suppliers,Operations PMO,POC Operations
CO-OPS-POL-011,WEEE Policy,Operations PMO,POC Operations
CO-OPS-SOP-002,Planning for Process Validation,Operations PMO,POC Operations
CO-OPS-SOP-032,Validation of Automated Equipment and Quality System Software,Operations PMO,POC Operations
CO-OPS-SOP-034,Test Method Validation,Operations PMO,POC Operations
CO-OPS-SOP-188,Process Validation,Operations PMO,POC Operations
CO-OPS-SOP-192,Verification Testing Process SOP,Operations PMO,POC Operations
CO-QA-POL-006,Policy for Document Control and Change Management,Operations PMO,POC Operations
CO-QA-POL-013,Policy for Complaints and Vigilance,Operations PMO,POC Operations
CO-QA-SOP-025,Management Review,Operations PMO,POC Operations
CO-QA-SOP-028,Quality Records,Operations PMO,POC Operations
CO-QA-SOP-077,Supplier Audit Procedure,Operations PMO,POC Operations
CO-QA-SOP-147,Managing an External Regulatory Visit,Operations PMO,POC Operations
CO-QA-SOP-267,Post Market Surveillance,Operations PMO,POC Operations
CO-QA-SOP-274,Applicable Standards Management Procedure,Operations PMO,POC Operations
CO-QA-SOP-326,Post Market Surveillance,Operations PMO,POC Operations
CO-QA-SOP-356,EU Regulatory Strategy and Process,Operations PMO,POC Operations
CO-QA-SOP-357,EU Performance evaluation,Operations PMO,POC Operations
CO-SUP-POL-017,Policy for Customer Interface- Order Handling- Product Storage & Distribution,Operations PMO,POC Operations
CO-SUP-SOP-068,Purchasing SOP,Operations PMO,POC Operations
CO-IT-SOP-044,IT Management- Backup- and Support,Operations PMO,POC Operations
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,Operations PMO,POC Operations
CO-QA-POL-019,Quality Policy,Operations PMO,POC Operations
CO-QA-POL-021,Quality Manual,Operations PMO,POC Operations
CO-QA-SOP-012,Annual Quality Objectives ,Operations PMO,POC Operations
CO-QA-SOP-043,Training Procedure,Operations PMO,POC Operations
CO-IT-POL-022,Access Control Policy,Operations PMO,POC Operations
CO-IT-POL-023,Asset Management Policy,Operations PMO,POC Operations
CO-IT-POL-024,Business Continuity and Disaster Recovery,Operations PMO,POC Operations
CO-IT-POL-025,Code of Conduct,Operations PMO,POC Operations
CO-IT-POL-026,Cryptography Policy,Operations PMO,POC Operations
CO-IT-POL-027,Human Resource Security Policy,Operations PMO,POC Operations
CO-IT-POL-028,Information Security Policy,Operations PMO,POC Operations
CO-IT-POL-029,Information Security Roles and Responsibilities,Operations PMO,POC Operations
CO-IT-POL-030,Physical Security Policy,Operations PMO,POC Operations
CO-IT-POL-031,Responsible Disclosure Policy,Operations PMO,POC Operations
CO-IT-POL-032,Risk Management ,Operations PMO,POC Operations
CO-IT-POL-033,Third Party Management,Operations PMO,POC Operations
CO-QA-SOP-139,Change Management,Operations PMO,POC Operations
CO-QA-SOP-140,Document Control & Control of Quality Records,Operations PMO,POC Operations
CO-QA-SOP-026,Use of Sharepoint,Operations PMO,POC Operations
CO-QA-SOP-030,Accessing and Finding Documents in QT9,Operations PMO,POC Operations
CO-QA-SOP-031,Revising and Introducing Documents in QT9,Operations PMO,POC Operations
CO-QA-SOP-098,Document Matrix,Operations PMO,POC Operations
CO-QA-SOP-237,QT9 - Periodic Review and Making Documents Obsolete,Operations PMO,POC Operations
CO-QA-SOP-005,Document and Records Archiving,Operations PMO,POC Operations
CO-QA-SOP-003,Non Conformance Procedure,Operations PMO,POC Operations
CO-QA-SOP-011,Supplier Corrective Action Procedure,Operations PMO,POC Operations
CO-QA-SOP-093,CAPA Procedure,Operations PMO,POC Operations
CO-QA-SOP-099,Deviation Procedure,Operations PMO,POC Operations
CO-QA-SOP-345,Root Cause Analysis,Operations PMO,POC Operations
CO-QA-SOP-076,Product Complaint Handling,Operations PMO,POC Operations
CO-QA-SOP-283,Product Risk Management,Operations PMO,POC Operations
CO-QA-SOP-284,FMEA Procedure,Operations PMO,POC Operations
CO-QA-SOP-285,Hazard Analysis Procedure,Operations PMO,POC Operations
CO-QA-SOP-007,Correction- Removal and Recall Procedure,Operations PMO,POC Operations
CO-QA-POL-020,Risk Management ,Operations PMO,POC Operations
CO-CA-POL-009,Policy for Verification and Validation,Operations Cartridge Engineer,POC Operations
CO-DES-SOP-029,Design and Development Procedure,Operations Cartridge Engineer,POC Operations
CO-DES-SOP-041,Design Review Work Instruction,Operations Cartridge Engineer,POC Operations
HS-P-003,Stress Policy ,Operations Cartridge Engineer,POC Operations
CO-H&S-P-001,Health & Safety Policy,Operations Cartridge Engineer,POC Operations
CO-H&S-P-003,Stress Policy ,Operations Cartridge Engineer,POC Operations
CO-H&S-PRO-001,Health and Safety Fire Related Procedures,Operations Cartridge Engineer,POC Operations
CO-H&S-PRO-002,Chemical COSHH Guidance,Operations Cartridge Engineer,POC Operations
CO-H&S-PRO-003,Health and Safety Manual Handling,Operations Cartridge Engineer,POC Operations
CO-H&S-PRO-004,Health & Safety Incident and Near Miss Reporting Procedure,Operations Cartridge Engineer,POC Operations
CO-HR-POL-007,Training Policy,Operations Cartridge Engineer,POC Operations
CO-OPS-POL-011,WEEE Policy,Operations Cartridge Engineer,POC Operations
CO-OPS-SOP-002,Planning for Process Validation,Operations Cartridge Engineer,POC Operations
CO-OPS-SOP-032,Validation of Automated Equipment and Quality System Software,Operations Cartridge Engineer,POC Operations
CO-OPS-SOP-188,Process Validation,Operations Cartridge Engineer,POC Operations
CO-OPS-SOP-192,Verification Testing Process SOP,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-007,Correction- Removal and Recall Procedure,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-016,Identification and Traceability,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-028,Quality Records,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-267,Post Market Surveillance,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-274,Applicable Standards Management Procedure,Operations Cartridge Engineer,POC Operations
CO-SUP-SOP-002,Intrument service and repair,Operations Cartridge Engineer,POC Operations
CO-SUP-SOP-048,Raise PO Non Stock and Services,Operations Cartridge Engineer,POC Operations
CO-SUP-SOP-049,Receive non sock PO ,Operations Cartridge Engineer,POC Operations
CO-SUP-SOP-068,Purchasing SOP,Operations Cartridge Engineer,POC Operations
CO-SUP-SOP-069,Supplier Evaluation SOP,Operations Cartridge Engineer,POC Operations
CO-IT-SOP-044,IT Management- Backup- and Support,Operations Cartridge Engineer,POC Operations
CO-QA-POL-015,Policy for the use of Electronic Signatures within binx health,Operations Cartridge Engineer,POC Operations
CO-QA-POL-019,Quality Policy,Operations Cartridge Engineer,POC Operations
CO-QA-POL-021,Quality Manual,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-012,Annual Quality Objectives ,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-043,Training Procedure,Operations Cartridge Engineer,POC Operations
CO-IT-POL-022,Access Control Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-023,Asset Management Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-024,Business Continuity and Disaster Recovery,Operations Cartridge Engineer,POC Operations
CO-IT-POL-025,Code of Conduct,Operations Cartridge Engineer,POC Operations
CO-IT-POL-026,Cryptography Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-027,Human Resource Security Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-028,Information Security Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-029,Information Security Roles and Responsibilities,Operations Cartridge Engineer,POC Operations
CO-IT-POL-030,Physical Security Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-031,Responsible Disclosure Policy,Operations Cartridge Engineer,POC Operations
CO-IT-POL-032,Risk Management ,Operations Cartridge Engineer,POC Operations
CO-IT-POL-033,Third Party Management,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-139,Change Management,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-140,Document Control & Control of Quality Records,Operations Cartridge Engineer,POC Operations
CO-QA-SOP-026,Use of Sharepoint,Operations Cartridge Engineer,POC Operations
